winpercent, oppwinpercent, weather, temperature, numinjured, oppnuminjured, startingpitcher, oppstartingpitcher, dayssincegame, oppdayssincegame, homeaway, rundifferential, opprundifferential,winner
0.468367,0.363559,1,?,1,2,4,4,1,?,1,46,34,0
0.252554,0.330528,-1,70.1236,2,1,3,4,2,1,1,17,48,1
0.313572,0.249071,0,65.8967,3,3,1,2,2,2,1,32,87,1
?,0.337047,1,58.8318,0,1,4,4,1,4,1,52,48,0
0.297921,0.264016,1,65.6222,3,2,4,1,3,2,0,20,32,1
0.487003,0.565877,0,67.3141,1,2,5,4,0,2,1,70,56,0
0.625319,0.324307,-1,57.3322,1,-1,3,1,4,3,1,51,40,1
0.588614,0.234037,1,59.0458,2,1,3,1,2,4,0,45,104,0
0.363968,0.587505,-1,73.5234,3,1,5,2,3,2,0,44,?,1
0.238949,0.480798,0,61.0855,1,2,2,2,2,4,0,55,?,0
0.778403,0.766009,-1,61.5704,?,1,4,1,4,1,1,51,74,1
0.393315,0.146387,0,61.8961,0,3,4,2,3,2,1,61,75,0
0.558642,0.567938,-1,73.562,2,1,5,3,3,4,1,73,69,1
0.195324,0.701415,1,59.2758,3,3,4,3,3,3,1,68,-2,1
0.557816,0.351558,0,57.7171,0,1,1,?,2,2,1,14,57,0
0.819642,0.471779,1,64.5179,1,2,2,4,2,2,0,?,46,0
0.625187,0.26559,0,66.7244,0,2,5,3,4,2,0,84,66,0
0.305377,0.342628,0,57.0951,2,?,1,5,4,3,1,?,47,1
0.33608,0.970509,-1,73.2178,1,2,3,3,4,2,1,?,63,0
0.399213,0.481876,1,58.5398,0,3,1,2,2,0,0,17,57,0
0.312778,0.433463,0,79.2976,1,-2,3,3,?,?,1,35,30,1
0.47258,0.315539,1,71.1077,3,2,1,4,2,4,0,52,25,1
0.592854,0.403354,1,69.8911,-1,2,2,1,3,2,1,57,19,1
0.603432,0.317247,0,77.1432,0,3,3,3,3,2,0,48,35,0
0.455081,0.291543,1,58.3694,2,2,4,5,?,3,1,34,44,1
0.867782,0.644302,1,69.6836,2,1,3,5,3,3,1,74,41,1
0.353103,0.522664,0,57.2038,1,1,1,5,1,2,0,37,63,1
0.194141,0.417109,0,63.097,3,4,1,?,2,2,0,51,59,0
0.450347,0.398469,0,74.5933,1,1,3,1,2,2,0,59,24,1
0.583607,?,-1,57.9005,1,1,5,5,5,1,0,72,18,0
0.618182,0.742822,1,58.0442,-1,2,3,2,2,2,0,45,19,0
0.552981,0.202133,1,63.808,?,1,3,?,3,4,1,36,40,0
0.368262,0.332346,-1,72.3664,3,2,4,1,3,2,0,21,69,1
0.443449,0.48872,1,66.0184,1,3,5,2,4,3,1,?,77,0
-0.0306334,0.730792,-1,63.4384,4,1,4,3,2,2,1,30,35,1
0.351316,0.614309,0,64.6394,1,1,?,2,2,2,1,56,76,1
0.26047,0.694467,-1,61.2919,2,1,5,2,4,3,1,36,70,1
0.286807,0.587092,0,62.2956,1,1,?,5,3,1,0,46,47,1
?,0.378069,-1,63.1841,2,?,3,2,1,2,?,56,30,1
-0.019772,0.477871,0,64.7249,2,1,1,?,?,3,1,10,33,1
0.573919,0.780114,-1,58.8269,4,0,?,1,3,4,0,89,80,1
0.440967,0.492595,-1,69.3535,1,2,5,4,1,3,1,73,27,1
0.528615,0.207924,-1,67.6106,2,1,4,5,2,0,1,51,33,1
0.214157,0.212841,0,66.7273,-1,2,2,5,4,3,0,42,66,0
0.420538,0.592004,-1,66.6225,3,0,3,4,3,2,1,?,?,1
0.395553,0.579908,0,61.2947,2,3,1,?,?,3,1,34,?,1
0.784832,0.646192,?,62.0678,4,2,5,5,3,3,1,39,56,1
0.555335,0.382974,1,63.3818,1,3,3,4,4,3,0,60,89,0
0.685595,0.818281,1,76.9631,2,2,3,4,1,2,1,69,?,1
0.441532,?,-1,79.5424,0,2,1,2,2,3,0,40,60,0
0.656149,0.31294,0,69.4826,0,2,4,5,3,?,1,59,25,1
0.451355,0.347479,1,73.3255,0,1,3,1,4,4,0,31,76,0
0.134736,0.495701,1,48.2746,1,2,2,1,5,3,0,58,40,0
0.652459,0.270262,0,60.1482,2,2,4,4,4,3,0,51,80,0
0.178297,0.550752,1,62.3802,1,1,?,4,?,3,1,8,60,1
0.624399,0.318881,1,69.1001,0,2,5,5,3,3,1,55,51,0
0.281232,0.264263,?,67.2625,?,0,3,3,2,3,1,56,?,1
?,0.390795,-1,60.783,2,3,1,5,1,1,1,33,48,0
0.742727,0.500415,1,69.2649,0,2,4,3,3,3,1,29,47,0
0.559944,0.710717,1,73.1861,0,0,4,1,4,2,1,44,44,1
0.317958,0.365887,?,70.437,2,1,3,3,3,2,1,58,76,1
0.457647,0.303044,0,50.7214,1,-1,5,1,2,3,1,79,65,1
0.765992,0.408827,1,77.6212,2,3,3,2,2,?,1,?,30,0
0.401222,0.450003,-1,64.3175,-1,0,1,1,1,2,0,63,75,0
0.497318,0.683168,?,69.2182,1,1,?,2,3,3,0,56,50,1
0.460541,0.558355,-1,73.6804,?,1,3,5,2,2,0,70,64,1
0.539517,0.64512,0,70.5623,2,-1,4,2,4,1,?,52,30,1
0.0328163,0.361871,-1,63.7806,1,0,4,5,2,2,0,54,63,1
0.563879,0.0187651,-1,63.8185,1,1,2,4,3,3,0,?,48,0
0.563923,0.665231,0,65.7237,1,1,1,5,4,4,1,21,40,1
0.653576,0.631701,?,63.0311,2,-1,2,3,2,2,1,64,22,1
0.410118,0.444108,1,67.2646,0,2,1,1,4,3,1,56,93,0
0.35678,0.741243,1,51.085,0,0,4,3,3,4,0,48,14,1
0.166844,0.250127,-1,53.3138,3,2,?,3,3,3,0,39,51,1
0.122798,0.643636,-1,57.9329,3,-1,2,5,1,4,0,57,49,1
0.187936,0.579262,0,57.6876,0,2,?,4,3,4,0,32,31,0
0.683568,0.211275,1,53.2729,2,2,1,1,1,?,0,54,42,0
0.615648,0.488602,1,58.0095,3,1,2,2,0,3,?,101,39,1
?,0.86859,-1,71.7782,1,?,4,5,2,3,0,36,38,1
0.220904,0.50612,1,49.9469,3,?,5,5,2,4,0,66,75,1
0.337129,0.402238,-1,71.1684,2,2,2,1,3,2,0,63,54,1
0.224772,0.400389,0,62.0855,0,1,5,3,1,2,1,?,66,0
0.550131,0.448875,0,67.1163,1,2,5,4,3,3,1,40,98,0
0.391306,1.00484,-1,65.0562,?,?,1,3,2,1,1,47,50,1
0.294081,0.489138,0,64.3359,2,1,2,4,?,1,0,35,59,1
0.374386,0.232197,-1,61.7773,?,1,3,1,2,3,0,28,30,0
0.305484,0.662706,1,60.9641,3,0,4,2,3,1,1,41,85,1
0.386073,?,1,65.2255,1,0,5,2,4,3,0,57,49,1
0.676781,0.0726022,-1,65.383,3,0,4,4,4,?,0,24,17,0
0.808709,0.506726,-1,?,0,?,2,2,3,4,0,37,59,0
0.484102,0.173912,0,68.9848,1,-1,2,4,1,3,1,25,49,0
0.389465,0.312238,-1,65.1543,1,3,4,5,2,2,1,19,54,0
0.665199,0.479011,-1,65.3365,1,0,3,5,2,2,0,91,47,1
0.445853,0.481001,-1,63.5247,1,2,1,5,3,2,1,35,66,0
0.508049,0.139936,-1,57.1773,3,1,1,3,3,3,1,83,74,0
0.607083,0.359545,-1,64.9198,2,1,5,5,3,3,1,60,13,1
0.542318,1.18855,-1,83.1914,2,2,4,4,1,1,1,37,56,1
0.763682,0.51561,1,64.6355,2,1,2,3,1,2,0,65,32,1
0.31711,0.54735,-1,54.9867,1,2,1,3,2,2,1,68,48,0
0.426129,0.796829,1,63.7419,1,1,3,3,3,1,0,52,68,1
0.467335,0.532672,1,66.748,2,1,3,2,4,1,1,62,38,1
0.758996,0.142909,1,53.6503,1,2,5,5,4,3,1,62,60,0
0.72571,0.369616,0,72.735,3,?,2,2,4,2,1,53,55,1
0.434956,0.599228,0,55.449,3,1,3,2,2,3,?,25,41,1
0.540112,?,1,71.8189,-1,1,3,2,5,3,0,45,60,0
0.409119,0.765743,1,54.169,3,3,1,2,1,1,1,65,59,1
0.200955,0.292133,0,69.8817,2,3,2,2,2,2,0,48,44,0
0.678532,0.456319,1,64.0882,0,1,2,5,2,2,0,63,43,0
?,0.656492,-1,?,3,2,?,?,4,4,1,69,41,1
0.622821,0.649343,0,64.4211,2,?,5,1,2,3,0,47,42,1
0.930824,0.210608,0,65.2952,2,-1,1,4,2,3,1,59,68,0
0.233423,?,-1,76.5067,-1,2,1,1,2,3,0,3,57,0
0.311938,0.636024,?,58.7479,1,3,2,3,4,1,0,29,29,0
0.533772,0.596295,0,73.1584,1,1,2,2,2,4,1,79,?,1
0.651949,0.724027,1,61.3807,1,1,?,5,2,2,0,88,34,1
0.54467,0.578078,1,54.3442,2,0,5,1,3,4,1,71,55,1
0.611604,0.683624,-1,66.1656,2,2,2,?,2,2,1,8,70,1
?,0.346,?,75.4462,1,0,4,3,3,2,0,59,10,1
0.744331,0.593849,-1,75.0122,1,3,1,5,2,3,1,?,19,0
0.11068,0.466428,0,69.8209,?,2,5,3,1,1,1,8,54,0
0.461836,0.423954,?,60.5605,2,1,3,3,2,2,1,26,58,1
0.287383,0.792051,0,68.0264,2,1,5,5,3,3,1,41,75,1
0.200864,0.684197,0,68.4227,2,3,1,2,3,2,1,65,70,0
0.792643,0.28082,-1,67.889,2,2,1,5,4,3,0,56,17,1
?,0.405783,0,60.0134,2,1,2,4,4,3,1,33,63,1
0.555739,0.573545,1,?,2,2,1,1,3,2,1,84,68,1
0.427796,0.646939,0,55.6738,2,3,1,4,2,2,1,45,4,1
?,0.249145,0,68.6788,1,1,2,2,2,3,0,66,53,1
0.351398,0.346678,-1,74.4822,0,1,5,3,2,2,0,63,51,0
0.0687161,0.317881,0,47.7333,3,5,1,5,2,2,0,48,52,1
0.664206,0.703406,-1,59.5225,1,-1,1,2,3,4,1,61,21,1
1.0989,0.279584,-1,64.4245,-1,1,1,3,2,1,0,32,72,0
?,0.852654,0,59.4019,0,1,4,5,0,1,1,47,80,0
0.679524,0.764441,?,52.4751,0,2,3,5,3,4,0,78,62,0
0.509664,0.346699,0,61.8294,2,2,?,5,3,2,1,8,40,1
0.509478,0.200997,0,64.5902,3,3,1,4,3,3,?,44,45,0
0.826937,0.525682,-1,?,?,1,3,5,2,2,0,60,28,1
0.939328,0.466409,-1,65.5109,2,1,2,5,1,?,1,48,76,1
0.50933,0.308211,1,58.5074,3,5,2,1,3,2,0,78,41,0
0.350974,0.552765,0,?,0,2,3,3,4,1,0,68,60,0
0.910487,?,1,65.4615,2,2,2,?,3,3,0,39,38,1
0.449576,0.307564,1,58.7389,1,2,5,1,2,3,1,31,69,0
0.779324,0.423699,0,68.4203,2,0,3,1,2,3,1,75,71,1
0.353544,0.616519,?,70.4953,1,2,1,3,3,3,1,33,?,0
0.738847,0.587981,-1,?,2,1,5,1,1,2,0,24,38,1
0.750747,?,0,65.4611,1,0,3,1,2,3,0,39,12,0
0.458435,0.382765,1,47.1909,2,2,5,?,4,2,1,68,63,1
0.462895,0.379041,-1,71.6627,1,2,1,3,3,2,1,57,29,1
0.250106,0.499225,0,65.732,1,0,1,2,1,2,1,40,64,1
0.535695,0.380631,1,77.7785,2,2,4,2,2,3,0,68,46,1
0.884167,0.239183,1,66.5411,1,2,4,4,3,3,0,55,31,0
0.58529,0.671381,1,67.533,2,4,2,2,3,4,1,57,40,0
0.772323,0.375862,0,68.2941,1,0,1,5,4,2,1,27,42,1
0.688659,0.246308,?,56.2229,2,2,5,2,4,3,1,31,51,0
0.699514,0.252233,0,61.344,3,4,4,5,3,2,1,44,53,0
0.760909,0.380104,1,63.67,2,1,2,4,4,?,1,50,43,1
0.544942,0.549992,0,67.2669,2,1,?,5,3,1,0,58,40,1
0.554811,0.220481,0,55.9792,2,1,4,5,2,4,0,?,58,1
0.57981,0.0679705,1,63.9972,3,3,3,5,3,3,0,17,64,0
0.713446,0.452323,-1,74.5626,0,2,5,1,2,2,0,?,73,0
0.177383,0.156846,?,61.8864,0,1,2,2,4,4,0,27,61,0
0.448903,0.350313,0,68.4866,2,1,1,1,3,2,1,32,0,1
?,0.525074,1,66.2759,?,1,2,?,3,3,1,38,36,1
0.711001,0.594629,1,65.8599,3,1,1,2,3,2,1,36,62,1
0.534108,?,-1,72.0136,2,2,1,4,3,1,0,53,59,1
0.545539,0.228827,1,79.6166,1,3,3,1,2,2,0,83,69,0
0.33122,0.728582,-1,63.7371,0,2,4,5,2,?,0,72,37,0
0.759692,0.457111,1,68.0992,2,1,3,3,1,1,1,67,77,1
0.456241,0.294792,0,?,1,2,1,5,3,4,0,11,76,0
0.304044,?,?,67.9785,1,2,3,2,2,5,0,40,52,0
0.544643,0.667947,-1,56.6552,2,0,5,1,2,3,1,44,52,1
0.442428,0.445228,0,61.8497,0,2,2,4,2,2,?,?,17,1
0.465722,0.461188,1,67.5487,2,-1,1,2,4,1,0,50,31,1
0.628054,0.394565,0,61.174,4,3,5,2,2,?,0,61,54,1
0.762631,0.303525,-1,61.6971,2,3,4,?,?,3,0,?,55,0
0.600627,0.436303,1,67.4685,1,2,?,2,5,3,?,28,64,0
0.421781,0.514105,1,60.5134,1,1,1,2,3,0,1,48,72,1
0.467047,0.419834,0,72.8006,2,1,2,4,2,2,0,83,57,1
0.616958,0.509775,1,68.4516,2,2,?,4,5,1,1,24,80,1
0.0289769,0.510365,1,63.9092,1,2,4,3,2,3,0,57,72,0
0.285057,0.100509,1,61.4601,2,3,4,2,3,1,?,84,86,0
0.511379,0.525431,0,65.2195,2,2,2,?,4,3,1,21,61,1
0.820962,0.736273,0,68.7776,3,1,4,?,4,4,1,26,79,1
?,0.827285,1,49.2351,3,0,1,2,2,3,?,47,37,1
0.172149,0.518495,0,59.3101,1,0,?,2,3,2,0,65,62,1
0.617057,0.55928,0,56.9347,1,2,1,1,3,2,1,112,60,0
0.39618,0.507125,1,84.6491,0,1,4,4,2,3,0,70,41,0
0.391648,0.577171,0,71.5742,2,2,3,1,2,1,1,39,87,1
0.622717,0.445479,-1,68.1473,0,1,4,2,4,2,0,94,17,1
0.866183,0.662892,-1,54.3438,1,1,2,4,2,3,1,88,63,1
0.574033,0.469243,-1,67.7973,1,2,4,2,1,3,0,60,22,1
0.676697,0.328036,0,61.1466,1,3,2,1,3,2,0,49,13,1
0.794197,0.542909,0,62.9672,2,1,2,3,1,4,0,78,47,1
0.298307,0.45822,1,61.0207,2,3,5,4,3,1,1,24,23,0
0.153601,0.767503,0,66.912,1,3,4,3,1,3,1,54,36,0
0.526981,0.731186,-1,54.5823,2,2,4,3,3,2,1,42,56,1
0.0120514,0.710337,-1,79.5102,?,4,1,5,2,2,0,41,34,1
0.594541,0.500155,-1,55.2826,1,2,4,2,1,2,0,16,57,0
0.486822,0.3881,0,61.0738,3,3,4,4,3,2,0,28,63,1
0.738633,0.130918,?,48.9335,2,1,3,1,3,2,1,25,49,0
0.35184,0.565489,-1,?,2,2,1,2,3,2,0,68,36,1
0.50875,0.607774,0,71.5773,-1,3,3,1,2,2,0,29,36,0
0.462725,0.81417,-1,62.437,3,3,5,1,3,?,1,61,84,1
0.383409,0.378274,-1,71.1382,?,2,5,2,2,4,0,8,52,0
0.679404,0.195722,1,59.4347,0,0,?,2,3,4,1,45,51,0
0.209059,?,-1,67.1358,2,1,1,3,3,4,1,70,34,1
0.569593,0.633309,0,67.0609,0,1,1,2,3,1,0,35,40,0
0.39644,0.4425,1,63.979,2,2,4,3,3,2,1,35,?,1
0.618834,0.666056,1,71.2821,1,2,5,3,2,2,1,?,58,0
?,0.478859,-1,59.5128,0,1,3,2,3,2,0,43,34,0
0.761842,0.315117,-1,66.6777,1,1,4,4,3,0,0,39,74,0
0.635564,0.23904,1,59.7103,1,?,2,3,2,2,1,54,88,0
0.489105,0.494617,1,55.47,3,1,4,2,1,3,1,42,47,1
?,0.226232,1,67.2892,0,2,1,2,2,4,1,32,69,0
1.1119,0.244425,1,69.9921,1,2,4,1,3,2,0,67,31,0
0.396607,0.563049,-1,70.3225,1,1,1,5,2,4,1,57,58,1
0.177016,0.568562,-1,58.2572,3,0,4,2,2,?,0,65,23,1
-0.00948306,0.496169,-1,69.9992,4,1,3,5,1,3,1,37,29,1
0.840019,0.503553,0,56.0937,2,2,1,5,5,1,0,46,41,1
?,0.17157,-1,45.1996,2,1,5,1,1,4,1,34,48,1
?,0.162095,-1,68.0425,1,2,4,2,3,3,0,21,68,0
0.721518,0.723684,0,56.7275,2,1,5,3,3,2,0,32,36,1
0.321881,0.692826,?,67.831,0,1,1,5,2,2,0,34,38,0
0.360116,0.663854,?,?,2,1,3,1,2,3,1,27,?,1
0.766405,0.417603,1,56.8655,1,3,3,2,1,1,1,80,95,0
0.585501,0.341316,0,60.8882,0,1,1,1,3,3,0,99,45,0
0.890605,0.48846,-1,61.7837,1,1,?,2,?,2,0,28,28,1
0.37847,0.2912,-1,61.2129,?,1,5,3,4,2,0,93,66,1
0.712673,0.607776,-1,73.824,?,1,2,3,3,2,0,70,37,1
0.603403,0.983859,0,68.8763,2,2,4,5,1,3,0,14,80,1
0.310517,0.396791,1,62.2911,2,2,2,5,3,3,1,50,45,1
0.255207,0.11724,1,65.4919,2,3,4,4,3,4,0,91,45,0
0.888859,0.312502,-1,52.0352,1,1,2,5,3,3,1,69,3,0
0.129671,0.517366,-1,56.9979,1,1,2,3,2,3,1,71,69,1
0.388593,0.756986,-1,57.3805,2,2,5,4,3,1,0,50,36,1
0.218332,0.208762,1,51.1651,2,1,2,4,3,5,0,52,91,1
0.608225,0.694451,-1,51.1897,3,2,4,5,3,2,1,73,5,1
0.744593,0.165755,?,73.5154,2,?,1,5,2,2,1,63,53,0
0.391889,0.112566,1,66.2292,0,3,3,1,3,?,0,69,46,0
0.403092,0.517819,-1,65.1338,1,2,3,4,2,2,0,43,60,0
0.0293373,0.658518,0,65.6763,3,1,3,4,3,3,?,-5,53,1
0.786317,0.346401,1,?,1,1,3,2,2,4,1,34,59,1
0.567378,0.789903,0,68.5393,2,-1,5,5,1,2,0,72,47,1
0.907705,0.506197,-1,70.9223,2,0,4,4,2,1,1,29,5,1
0.527137,0.546753,-1,66.4159,2,2,2,?,4,2,0,76,49,1
0.56437,0.723581,-1,61.9936,2,1,2,2,3,2,0,55,46,1
0.518417,0.985898,-1,59.0554,1,2,2,4,0,4,1,50,74,0
0.428949,0.36196,1,57.1147,0,2,5,3,1,3,?,69,31,0
0.382002,0.195812,0,70.3228,4,2,1,5,2,2,0,44,20,1
0.767836,0.427901,-1,65.5362,0,2,1,5,2,?,1,39,55,0
0.566277,0.740705,0,76.3481,2,1,5,?,4,?,0,41,50,1
0.689035,-0.0030546,-1,61.4153,3,0,5,3,?,1,1,56,51,1
0.464622,0.588153,-1,62.5884,2,1,1,1,5,2,0,44,39,1
0.307997,0.483219,-1,46.9106,1,0,5,4,2,3,0,52,73,1
0.628355,0.458619,-1,68.8153,2,1,5,4,1,1,1,42,71,1
?,0.62496,-1,85.0545,0,2,4,4,3,3,0,50,28,0
0.380564,0.555114,0,64.3143,2,?,5,2,2,1,1,76,43,1
0.739431,?,1,62.4971,2,1,3,1,1,1,1,30,45,1
0.320171,0.718705,1,65.6241,3,3,3,5,3,3,1,44,22,1
0.707367,0.464589,0,?,3,2,3,4,3,2,1,58,53,1
0.652383,0.393166,0,77.4617,0,2,4,4,1,2,1,82,52,0
0.590684,0.27026,1,64.7894,2,?,1,3,2,1,1,64,51,1
0.827899,0.16998,1,58.7803,3,?,5,1,4,1,1,41,86,0
0.099124,0.457096,0,62.4985,3,1,?,2,2,1,1,85,73,1
0.555602,0.669426,0,71.5238,2,0,3,2,3,2,1,58,69,1
0.354363,0.40942,0,68.6897,2,3,1,2,5,3,0,27,76,0
0.268128,0.435487,0,61.6227,0,2,4,4,?,3,1,28,43,0
0.325781,0.563759,1,86.7303,1,2,4,4,4,3,1,29,59,0
0.720056,0.253867,1,54.5918,1,1,2,3,3,2,1,29,53,0
0.589653,0.387365,1,52.222,1,1,1,2,1,1,?,72,46,1
0.540141,0.905488,-1,55.5929,0,3,5,3,3,2,1,46,56,0
0.893278,0.706805,0,72.4973,?,3,1,5,?,3,1,1,27,0
0.114862,0.73266,1,71.0286,1,3,1,2,1,4,1,21,41,0
0.451349,0.727832,0,71.9241,?,1,2,4,2,0,1,44,28,1
0.714788,0.171691,1,64.5803,1,0,3,?,4,2,0,20,65,0
0.276474,0.230226,1,50.2944,0,0,3,5,?,2,1,-6,29,0
0.713374,-0.0252637,1,56.6,0,3,4,5,2,1,?,73,87,0
0.497656,0.800101,0,?,-1,0,3,1,1,3,1,29,53,0
0.626088,0.396128,1,60.0623,-2,1,5,1,3,2,1,79,28,1
0.0538205,0.528428,0,67.3922,3,1,?,5,2,4,?,45,60,1
0.354036,0.373736,-1,68.3924,3,3,5,5,2,3,0,52,45,1
0.69493,0.317091,0,68.1561,1,2,2,2,4,2,1,97,-1,1
0.537146,0.691776,0,63.9908,1,1,2,4,1,2,1,24,65,1
0.461666,0.235835,0,58.2963,3,3,1,5,2,3,1,88,50,1
0.460021,?,-1,57.0877,0,3,2,3,3,1,0,70,60,0
0.33231,0.348998,1,71.8688,2,2,3,4,?,3,0,95,81,1
0.584199,0.610766,1,63.9951,0,1,1,1,2,1,1,82,55,0
0.448525,0.399342,0,61.8378,1,2,3,2,2,3,1,49,48,0
0.208853,0.171019,0,53.4169,1,2,4,2,3,2,1,?,65,0
0.286263,0.720264,-1,53.4018,1,1,?,?,4,3,0,54,46,1
0.805482,0.583483,1,50.5594,2,2,4,5,3,4,0,57,54,1
0.795878,0.318752,-1,66.7436,3,3,4,1,2,2,1,77,76,1
0.482864,0.736035,-1,59.6933,2,2,4,1,4,3,1,69,54,1
?,0.51977,-1,70.94,?,3,2,3,3,3,1,34,55,0
0.484693,0.468227,0,63.9396,0,2,1,4,3,3,0,19,36,0
0.132307,0.501628,-1,68.888,2,1,1,5,2,0,1,59,40,1
0.259701,0.348847,0,69.7265,2,1,5,1,4,1,0,68,68,1
0.653806,0.758858,1,71.2963,3,?,1,3,2,2,1,34,50,1
0.380631,0.441407,1,56.122,2,3,1,2,2,4,1,48,35,0
0.628321,0.392474,-1,64.7901,2,3,5,2,2,2,0,29,71,0
0.320388,0.861658,-1,66.4741,2,2,2,1,2,2,1,53,64,1
0.361414,0.340179,1,55.3164,2,-1,4,1,2,3,?,53,38,1
0.216442,0.26685,0,64.5555,0,2,3,5,2,2,0,28,55,0
0.60428,0.532336,0,62.5565,0,3,1,4,4,2,1,71,?,0
0.489241,?,?,73.5127,1,1,?,?,3,4,1,33,69,1
0.197471,0.550462,?,82.9025,1,1,3,4,?,2,1,30,61,1
0.721388,0.428597,0,?,2,3,2,1,3,3,1,85,53,0
0.380638,0.627727,-1,59.7084,1,1,4,1,4,2,1,58,24,1
-0.0134089,0.587122,-1,59.8063,2,3,4,2,1,3,1,71,56,0
0.493189,0.331286,1,64.7255,0,?,1,5,2,2,0,24,44,0
0.315586,?,-1,64.3361,2,3,2,2,3,1,1,7,45,0
0.651348,0.616936,-1,70.7567,3,3,4,5,4,3,0,51,48,1
0.528046,0.575482,1,68.1064,1,3,1,3,4,0,1,56,17,1
0.611342,0.507469,1,67.8281,?,1,4,4,4,4,1,68,51,1
0.489512,0.206738,0,77.9413,2,2,5,4,1,2,?,58,33,1
0.540935,0.47067,1,60.11,2,2,3,1,2,3,0,35,58,1
0.652844,0.756828,1,70.2217,1,1,2,1,1,?,0,44,27,1
0.476603,0.593988,1,53.3293,2,2,3,5,3,2,1,62,48,1
0.454907,0.582644,0,70.5084,1,0,?,2,2,2,0,40,80,1
0.255981,0.192295,0,66.7342,?,1,1,2,3,2,?,44,61,0
0.81464,0.409184,?,66.7763,0,2,2,5,3,2,1,57,20,1
0.754873,0.23343,?,64.5419,2,3,4,1,2,3,1,56,29,0
0.562136,0.535953,1,49.3894,2,1,4,3,3,4,1,6,56,1
0.00993877,0.718872,0,56.477,3,1,4,2,4,2,1,46,65,1
?,0.652655,1,59.9929,0,0,5,5,2,3,0,75,66,1
0.350969,0.42408,1,69.3234,1,2,4,2,2,3,1,49,?,0
0.517983,0.478792,1,62.4841,0,2,4,5,2,2,0,48,33,0
0.61032,0.352612,-1,72.279,1,4,5,4,3,2,1,73,60,0
0.785752,0.395678,1,55.7877,1,2,2,2,1,1,1,25,35,0
0.28309,0.388099,1,74.009,0,1,5,3,2,1,0,40,12,1
0.436528,0.345252,0,62.2137,1,2,1,5,3,2,0,52,?,0
0.860312,0.561181,1,76.4519,2,0,5,4,1,0,0,46,36,1
0.476987,0.447785,0,60.0414,2,2,2,1,?,0,1,31,50,1
0.422557,0.408811,1,65.3427,2,3,4,3,?,3,1,36,32,0
0.173874,0.425744,-1,73.0833,1,2,2,2,4,2,1,75,29,1
0.484167,0.515138,-1,58.0235,3,0,5,4,3,1,0,48,?,1
0.538438,0.089701,1,57.2591,2,1,5,1,3,3,0,37,54,0
0.687688,0.675119,-1,57.1113,2,0,1,5,2,3,0,105,53,1
0.782132,0.234931,-1,70.9155,3,3,2,?,1,2,1,45,38,0
0.839024,0.646828,-1,80.6556,3,4,3,2,2,4,1,51,58,0
0.395818,0.307184,1,64.6734,2,3,5,3,2,2,0,81,24,0
0.446529,0.354545,1,50.6453,1,2,4,5,2,3,1,66,36,0
0.438863,0.294517,1,55.5498,2,1,4,1,1,3,0,35,83,1
0.027366,0.236242,-1,54.0536,1,?,4,5,3,1,1,72,39,1
0.864698,0.83081,-1,66.081,0,3,2,4,1,2,1,74,48,0
0.444426,0.0752351,1,71.5776,3,0,?,2,3,1,0,66,19,1
0.47696,0.525366,-1,68.1939,3,1,3,4,3,1,0,79,37,1
0.44214,0.443434,-1,?,2,2,4,5,4,1,0,34,17,1
0.945607,0.564143,1,70.2352,1,2,2,3,2,2,1,24,78,0
0.652112,0.300112,0,71.3698,0,1,1,5,2,3,1,55,77,0
0.652283,0.659513,1,64.3355,3,0,2,5,4,2,0,47,54,1
0.450706,0.21652,-1,66.4532,-1,2,1,3,4,0,1,43,53,0
0.427695,0.505145,-1,52.3307,2,3,5,4,3,1,1,84,87,0
0.764313,0.611386,-1,54.4736,1,2,2,4,2,3,0,78,69,0
1.00483,0.687673,0,66.59,?,1,1,3,3,1,1,32,34,1
0.698609,0.566861,1,73.9656,1,2,?,?,1,2,?,37,?,0
0.482345,0.653621,0,59.6579,0,3,?,4,3,2,0,53,65,0
0.608787,0.440502,-1,60.1717,0,2,?,5,1,2,0,44,64,0
0.723103,?,1,63.5211,1,1,5,?,1,4,1,58,55,1
0.670015,0.520895,0,67.0681,0,3,3,1,2,3,0,50,35,0
0.68557,0.321852,0,?,0,3,4,5,2,5,0,28,55,0
0.657558,0.220048,1,55.2078,?,0,2,5,2,3,1,39,57,0
0.638246,0.322779,1,60.9674,2,2,2,5,1,2,1,73,78,1
0.256692,0.289226,?,67.6027,1,0,3,5,2,2,1,23,17,1
0.514689,0.50446,0,68.8272,1,2,3,3,3,4,0,52,10,1
0.361061,0.490125,?,60.5974,1,1,5,5,3,2,1,45,76,1
0.478232,0.609669,-1,65.8576,?,-1,2,2,2,?,1,31,?,1
0.264173,0.924402,-1,65.6136,2,2,1,4,2,2,0,38,41,1
0.433777,?,-1,69.9712,2,-1,4,4,4,?,1,40,48,1
0.285305,0.173295,-1,62.0785,3,0,2,1,2,3,1,14,58,1
0.509907,?,1,70.2867,2,1,3,1,3,3,0,?,65,1
0.616991,0.347821,1,67.9242,2,2,3,3,3,5,1,27,?,1
0.366827,0.586646,1,72.5435,1,2,4,2,2,3,0,28,22,0
0.751846,?,-1,78.67,1,1,4,4,3,3,1,63,?,0
0.547058,0.775379,-1,60.6509,1,3,1,3,3,3,1,?,51,0
0.407439,0.196708,0,76.0789,1,1,5,1,2,2,1,55,25,0
